企业名称,岗位名称,招聘人数,用工形式,薪资范围,岗位要求,工作地点,登记开始时间,登记结束时间,招聘联系人,联系人电话,登记机构
四维弘欣（北京）劳务服务有限公司,前厅接待/礼仪/迎宾,5,全职,月薪(元):4500-5000,形象气质佳，身体健康，对工作认真负责，稳重，有爱心。,北京市海淀区颐和园17号 东北义园,3/6/2026,3/7/2026,刘*理,1911041****,海淀街道
北京万商景阳酒店管理有限公司,值班经理,4,全职,月薪(元):5000-7000,"身体健康，精力充沛,仪表端庄；普通话流利；拥有酒店管理学历或大专及以上文凭；至少一年的酒店值班经理工作经验。",北京市海淀区双榆树二街北京燕山大酒店,26/2/2026,27/6/2026,李*士,1591072****,石景山区
北京天合航空服务有限公司,酒店前台,1,全职,月薪(元):3900-4000,大专学历，形象好气质佳,北京大兴机场南航2号楼内部酒店,12/12/2025,15/7/2026,张*璠,1521095****,榆垡镇
北京庄志医疗设备有限公司,销售经理,2,全职,月薪(元):10000-10000,具有出色的沟通协调、社交及公关能力，市场洞察力，愿意承担工作压力及接受挑战。,北京市海淀区中关村北纬AI社区,12/5/2026,20/6/2026,沈*师,1850094****,花园路街道
北京麦当劳食品有限公司青年宫餐厅,餐厅员工,20,全职,月薪(元):4000-5000,"有志于餐饮服务业，具备良好的顾客服务意识；
能适应早晚轮班工作及快节奏的工作方式；
善于沟通，充满热情，学习能力强，适应变革",北京市西城区西直门南小街68号,19/5/2026,19/6/2026,张*,1381015****,德胜街道
中交信捷科技有限公司,解决方案工程师,2,全职,月薪(元):16000-25000,"1、交通运输、信息类或管理类相关专业硕士研究生及以上学历；
2、了解国家和交通运输行业有关信息化方面的方针、政策；
3、具有较强的沟通能力、协调能力及解决问题的能力，具备解决方案、售前咨询服务能力；
4、热爱本岗位工作，具有敬业及团队合作精神，良好的职业道德操守与责任心；
5、具有交通运输相关信息化项目工作经验，具有2项及以上交通运输领域课题研究经验优先；
6、身体健康，能够适应本岗位工作要求。",北京市朝阳区安华西里三区18号院中交信捷科技有限公司,15/5/2026,15/6/2026,杜*师,1521029****,上庄地区
北京圣人居养老服务有限公司,护理员,10,全职,月薪(元):3500-5000,有爱心、耐心、责任心，善于沟通,北京市延庆区永宁镇太平街村（兴华福利毛织厂南1米）,12/6/2026,12/7/2026,李*芬,1391075****,儒林街道
北京恒保中安物业管理有限公司,保安,200,全职,月薪(元):3500-5500,要求无前科，无纹身，身体健康，思维正常，谈吐清晰;有保安证优先;有经验优先.,北京市通州区芙蓉园281号04-237号,28/5/2026,19/6/2026,郭*,1343678****,通运街道
德润鑫丰（北京）劳务派遣有限公司,集团业务经理,1,全职,月薪(元):4000-4000,"""1.至少从事市场相关业务工作三年；
2.熟悉各类办公软件的操作；
3.具备优秀的沟通能力，善于解决问题和处理突发事件；
4.具备工作热情和责任心；
5.党员优先，居住在房山区人员优先。",北京市房山区卓秀北街8号院,27/2/2026,27/6/2026,梁*师,1781300****,石景山区
新毅东（北京）科技有限公司,运营校招生（北京）,1,全职,月薪(元):8000-20000,"1、董办会议支持：协助筹备董事会、股东会等会议（如会议通知下发、参会人员对接、会议材料打印分装），记录会议要点并整理简易纪要，跟踪会议决议事项的落地进度；
2、文档与信息管理：负责董办运营类文件（如合规备案材料、半导体行业政策资料、跨部门沟通函件）的归档、更新与检索，确保资料规范可查；
3、跨部门协同：作为董办与业务部门（研发、生产、市场等）的沟通纽带，传递董办事务需求（如战略落地反馈、数据统计需求），收集业务端进展并同步至董办；
4、行业与合规辅助：协助收集半导体设备行业政策（如产业扶持、监管要求）、竞品运营动态，整理成简易简报；辅助核查董办信息披露相关的基础数据，规避基础信息误差。",北京市北京经济技术开发区荣昌东街甲5号3号楼1层101-21,1/5/2026,1/7/2026,孙*,1369303****,经济技术开发区
北京鑫双泉企业管理有限公司,销售专员,20,全职,月薪(元):6000-9000,"1.英文接待外籍顾客，全英文讲解茶品、冲泡演示及茶文化介绍，促成销售成交任职要求
2.英语口语流利流畅，可全程英文讲解沟通，大学英语四级及以上。
3. 热爱茶文化，愿意学习茶品专业知识及销售话术。
4. 形象气质良好，性格亲和，沟通表达佳，有服务意识和销售意识。",北京市怀柔区慕田峪第三停车场东侧,29/5/2026,29/6/2026,傅*芳,1850063****,渤海镇
北京国天健宇物业管理发展有限公司,中央空调运行值守人员,2,全职,月薪(元):3800-4000,1、身体健康；2、持有《特种作业操作证（制冷与空调作业）》。,北京市通州区北关大街9号院9区首都医科大学附属北京胸科医院,19/5/2026,19/6/2026,程*师,1328163****,新华街道
北京市大兴区星愿孤独症关爱服务中心,培训师/讲师,1,全职,月薪(元):4400-5400,1.大专及以上学历，本科优先，有相关工作经验可适当放宽;2.特殊教育、康复治疗、学前教育、心理学等相关专业优先，可接收相关专业应届生、实习生;3.有特殊儿童工作、管理经验，持有教师资格证、残联相关上岗证者优先;4.热爱特教事业，有责任心、耐心、爱心，沟通、协调、应变能力良好，具备服务意识与团队精神。,北京市大兴区林校路街道兴华大街三段53号,10/6/2026,10/7/2026,宋*生,6788****,亦庄地区
北京斯普乐电线电缆有限公司,采购经理/主管,2,全职,月薪(元):7000-11000,统招本科以上学历，供应链管理或市场营销专业优先，2年以上供应链管理经验。,北京市怀柔区雁栖工业开发区C区雁东二路58号,25/5/2026,25/6/2026,李*梅,1358187****,怀柔地区
北京和泽瑞祥办公服务有限公司,保洁员,3,全职,月薪(元):3500-3500,有写字楼保洁工作经验的退休人员优先考虑,西城区南纬路35号,9/6/2026,9/7/2026,陈*,1330131****,天桥街道
北京凯百隆丰田汽车销售服务有限公司,汽车销售顾问,10,全职,月薪(元):5000-20000,从事相关工作经验3年以上,北京市海淀区西北旺镇永丰路北京百旺绿谷汽车园内北侧平房,15/5/2026,15/6/2026,马*英,1312154****,马连洼街道
北京德茂家政服务有限公司,运营总监,2,全职,月薪(元):8000-15000,具备3年以上新媒体团队带队经验，精通各平台算法逻辑，精通内容策划与营销转化，有家政养老行业经验优先。,北京市大兴区黄村镇团河苑小区围墙外东侧50米团河鑫发农副食品市场A区15号,21/5/2026,21/6/2026,杨*,1391169****,昌平区
北京之音文化发展有限公司,新媒体运营综合岗,1,全职,月薪(元):3000-4500,身体健康，有驾照；有从业经验者优先，有新媒体运营经验者优先；无不良记录；,北京市延庆区中关村延庆园东环路2号楼401室,1/6/2026,1/7/2026,赵*忠,1371600****,旧县镇
北京赛安英学科技发展有限公司,幼小衔接老师,2,全职,月薪(元):5000-8000,1.学前教育，大专以上学历，具备团队协助精神,北京市怀柔区怀柔区南大街6号,3/6/2026,3/7/2026,刘*丽,1520102****,雁栖地区
北京源聚家政服务有限公司,中餐厨师,1,全职,月薪(元):3500-3500,单位食堂做大锅饭，30左右人吃饭，炒家常菜，上班6.30～13.30,北京市昌平区御路园11号楼1层12,20/5/2026,20/6/2026,张*理,1551260****,昌平区
戴斯博睿企业管理（北京）有限公司,家政服务人员,5,全职,月薪(元):6000-8000,"1. 具备2年以上老年照护经验，持有养老护理员证书或相关资质者优先。
2. 熟悉老年人常见健康问题的观察与基础处理方法，掌握急救常识。
3. 普通话标准，性格耐心、细心、有同理心，能与老人及家属进行良好沟通。
4. 身体健康，无不良嗜好，能适应灵活的工作时间安排。",北京市朝阳区阜通东大街1号院3号楼20层2单元122311,14/5/2026,14/6/2026,杜*师,1368304****,石景山区
嘉信立恒设施管理（上海）有限公司,保洁,30,全职,月薪(元):3000-4000,身体健康，有责任心，做事认真细致，勤快踏实，有经验者优先，无经验可培训上岗。,北京市海淀区微软亚太研发集团大厦,5/6/2026,5/7/2026,张*师,1891193****,海淀街道
北京知母堂健康咨询服务有限公司,水暖安全员,1,全职,月薪(元):3000-3700,负责公司的安全保卫及水电暖等设备的安全检查；完成领导交办的其他事项等。,北京市西城区平安里西大街8号1层整栋底商,26/5/2026,26/6/2026,张*士,8357****,展览路街道
北京诺亚之光人力资源服务有限公司,质量管理工程技术人员,15,全职,月薪(元):5000-8000,质量管理/测试工程师(QA/QC工程师),北京市延庆区风谷四路8号院27号楼-1至6层101号B座414室（中关村延庆园）,12/6/2026,12/7/2026,代*飞,8923****,魏善庄镇
山东明德物业管理集团有限公司,送检员,20,全职,月薪(元):2540-3000,负责医院内的标本转运，身体健康，无犯罪记录,北京市西城区西直门南大街11号北京大学人民医院,3/6/2026,3/7/2026,王*师,1308273****,什刹海街道
北京中泰宏峰科技有限公司,助理业务跟单,2,全职,月薪(元):5000-6000,有责任心，有相关工作经验者优先，其他面议。,北京市密云区鼓楼东大街3号山水大厦4层418室-2935,2/6/2026,16/6/2026,孙*生,1501066****,密云镇
北京唯实酒店管理有限公司沙河文化交流中心,民宿管家,1,全职,月薪(元):3500-4000,有退休证，无基础病，要求会使用电脑，打字，会做表格，有酒店同岗位工作经验者优先考虑，可以接受夜班。,北京市昌平区沙河镇高教园中街9号院（北京航空航天大学北1门）,20/5/2026,20/6/2026,王*生,1660003****,昌平区
北京通盈房地产开发有限公司酒店分公司,西厨厨师,1,全职,月薪(元):4000-4500,帅气热情，热爱美食，踏实肯干，适应倒班工作。,北京市朝阳区南三里屯路1号楼101内B1FB1-20,29/5/2026,29/6/2026,王*士,1861102****,三里屯街道
德润鑫丰（北京）劳务派遣有限公司,导医,1,全职,月薪(元):4200-4500,大专及以上学历，从事过医院导医台相关工作者优先，身体健康，无违法犯罪记录，性格稳重踏实，无不良嗜好。,北京市房山区卓秀北街6号院6号楼10层1009,20/5/2026,20/6/2026,张*师,6035****,牛街街道
北京怀源鑫城科技发展有限公司,面点,2,全职,月薪(元):4000-4500,身体健康，爱岗敬业，有相关工作经验。,北京市怀柔区北房镇安各庄463号,18/5/2026,24/6/2026,张*霞,1860111****,怀柔地区
山东信发瑞捷新材料科技有限公司北京分公司,外贸业务员,5,全职,月薪(元):7000-10000,"要求学历本科以上，国际贸易、化工新材料相关专业优先考虑，
1-3年外贸业务工作经验，熟悉外贸相关流程，能独立开发客户。",北京市石景山区莲石东路远洋山水南区34-2,15/5/2026,15/7/2026,吴*理,1891037****,苹果园街道
北京仕源科技有限公司,Java开发工程师,1,全职,月薪(元):10000-15000,"学历：大专及以上学历，计算机、软件工程等相关专业。
工作经验：5 年及以上 Java 后端开发经验，有金融 / 银行行业经验优先。
业务能力：熟悉银行征信业务流程，了解征信上报、征信查询、二代征信规范、征信接口对接规则者优先。",江苏省苏州市吴江区太湖新城镇中山南路1777号苏州农商银行,22/5/2026,30/9/2026,鲍*师,1731625****,通州区
北京京邦达贸易有限公司,铲车/叉车工,8,全职,月薪(元):8000-8000,有叉车证,北京市北京经济技术开发区科创十一街20号院1号楼B座8层801,10/3/2026,17/6/2026,李*理,1861288****,漷县镇
